symbol,created_at,body,followers,sentiment,raw_compound,compound_bin,sentiment_number,modified_rating,modified?
MSFT,2021-03-02T20:55:01Z,$KODK  🤝 $MSFT Cloud Service 🌈🌧️🌈🖨️.💠 Kodak PRINERGY On Demand is Microsoft Azure’s $1B+ in SECURITY +R&amp;D..$SPY Guys 140+ YEARS KODAK IS AIMING CLOUD   PHARMA &amp; ELECTRONICS,41,Bullish,0.3885,1.0,1.0,0,No
MSFT,2021-03-02T20:54:51Z,$MSFT this is not even pull back it was 195 at one point recently 2 or 3 months ago after recovery it’s still high,8,None,0.0,0.0,0.0,0,No
MSFT,2021-03-02T20:44:52Z,This is a Bear Pullback (Opportunity to short &amp; sell Apple) Bear Flag AAPL .$AAPL $MSFT $ZM $QQQ $SPY,727,None,0.0,0.0,0.0,0,No
MSFT,2021-03-02T20:31:21Z,@Faith_Milsby And then $MSFT on CNBC today on their new product the falls right in line with $MVIS,1,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-02T20:30:05Z,$MVIS Is everyone aware that $MSFT &amp; $MVIS are both located in Redmond  WA? And has everyone been reading the articles about the moves Microsoft has been making? And has everyone done their research about who is on the boards of both companies? And did you notice that all MVIS filing releases come out just prior to market open or close? Listen. Watch. Writing is on the wall.  HOLDING!!,4,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-02T20:29:41Z,$SOS CAN SOMEONE EMAIL BILL GATES MAKE SURE $MSFT IS LEGIT.,2,None,0.3182,1.0,0.0,0,No
MSFT,2021-03-02T02:29:35Z,$TQQQ $TSLA $AAPL $GOOGL $MSFT lets gooo! Time for TQQQ to run,81,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-02T02:28:46Z,$FSR #Affordable #NicelookingCar $AMZN $MSFT $BB  💚 $FSR,36,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-02T02:13:24Z,$PLTR Cramer  a fund manager at his prime from early 2000s to mid 2010s  didn&#39;t recognize that he should have just bought $AAPL $AMZN $GOOGL and $MSFT. Oh  don&#39;t forget Tesla when he was a full-time CNBC host. And he&#39;s telling us Palantir is overvalued just a few months ago.,192,Bullish,-0.2263,-1.0,1.0,0,No
MSFT,2021-03-02T02:04:57Z,$BFT remains my favorite pick of 2021! Today $SQ had big news and many say #PaySafe is comparable to a young #Square or #PayPal. #DraftKings had a monster quarter &amp; earnings report and is a top merchant of PaySafe along with this year’s largest IPO #Coinbase. This is a $100 stock by end of year! You’re Welcome! #PYPL $DKNG $SNOW $MSFT Bullish,481,Bullish,0.826,1.0,1.0,0,No
MSFT,2021-03-02T01:58:41Z,$MSFT we are hitting 240 soon?,0,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-02T01:42:00Z,$MSFT $AMZN $FB $BB ..Did you buy one?..This?,250,None,0.0,0.0,0.0,0,No
MSFT,2021-03-02T01:40:30Z,$DBX Zoom&#39;s growth with their buggy unsecured video app  is nothing compared to what Spaces 2.0 will accomplish.  The comparison is shocking...Zoom reported net income of $7.6 million on revenue of $331 million for the year = .MARKET CAP $120 Billion..Dropbox reported net income of $491 million on revenue of $1.914 Billion for the year = .MARKET CAP $9 Billion..$MSFT  $ZM  $ORCL would be nuts not to consider and offer.,34,Bullish,0.128,1.0,1.0,0,No
MSFT,2021-03-02T01:39:52Z,$AAPL $AMZN $TSLA $QQQ $MSFT  Morgan Stanley saying all the years gains already baked into current valuations. More down side risk then upside potential,84,Bearish,0.0094,0.0,-1.0,0,No
MSFT,2021-03-02T01:33:35Z,$MSFT load the boat,10,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-02T01:32:52Z,$MSFT As tech begins to rebound  will be watching this name closely. Good start today on a bounce and will be watching for a move over 238 next. Targets 240  245,480,None,0.4404,1.0,0.0,0,No
MSFT,2021-03-02T01:01:14Z,$MVIS theres 18.. awful lot of shares shorted today.. not as many people selling.. setting up to be reeeeaaaal nice if anything comes out of the $MSFT mixed reality event tomorrow.. or any PR for that matter,5,Bullish,0.2732,1.0,1.0,0,No
MSFT,2021-03-02T00:53:05Z,$MSFT patiently waiting for a huge day,135,Bullish,0.3182,1.0,1.0,0,No
MSFT,2021-03-02T00:17:56Z,I&#39;m going to tell you right now this hits $10 in the next 60 days. I&#39;d be happy to pay the short term gain taxes. Were not trading with $MSFT people. I&#39;m bull  I&#39;ve been holding since Jan with 52k shares. But the truth is penny stocks over the long haul don&#39;t keep huge gains. $SPI  $GME  $KODK. They all spiked up to crazy number ( i.e. I&#39;m not proposing this stock has the chance to spike that high lol). However  if this hits $10 prior to summer I stand to make $500k at the peak. Sure I&#39;ll 33% for this once trade this year. And I&#39;ll take my gains post tax costs and put them right back in the market. ..You see this stock spike like crazy ($4.75+) small Retail Traders don&#39;t hesitate to sell off. You won&#39;t see spikes like that every quarter. You win some you lose some.  GLTA!,64,Bullish,0.9656,1.0,1.0,0,No
MSFT,2021-03-02T00:07:55Z,$SPY $NDX $UVXY $MSFT $INTC,77,None,0.0,0.0,0.0,0,No
MSFT,2021-03-02T00:03:24Z,$AAPL $TSLA $AMZN $MSFT tech could have a nice run coming up here,282,Bullish,0.4215,1.0,1.0,0,No
MSFT,2021-03-01T23:51:24Z,$TSLA This is going to hit $900 this week $MSFT $NIO,4,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-01T23:44:31Z,$MSFT $245 tomrw,656,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-01T23:40:21Z,@wwtech  . .Still thinking $MSFT gets their piece and gut saying that happens before LiDar demo,619,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-01T22:40:06Z,Some gains from chat room. $SPY $AAPL $MSFT,20,None,0.34,1.0,0.0,0,No
MSFT,2021-03-01T22:24:10Z,$AAPL $AMZN $SPY  $MSFT $QQQ  Morgan Stanley is saying all the growth for the year already baked into price.  More downside then potential upside,85,Bearish,0.079,0.0,-1.0,0,No
MSFT,2021-03-01T22:06:36Z,Been STACKING GAINS with you all here with $SBUX $MSFT and $BA  since 2015 and even longer before OP started. If you don’t already get our PREMARKET OP Wire report &amp; our ALERTS &amp; you want your FREE MONTH ACCESS CODE to our ST Room then message me now. 🥂,12693,None,0.8159,1.0,0.0,0,No
MSFT,2021-03-01T12:25:01Z,$MSFT Nice C&amp;H formed. Watch for break and hold of 235.19,8,None,0.4215,1.0,0.0,0,No
MSFT,2021-03-01T10:27:11Z,$MSFT shouldn&#39;t have sold my other calls in a panic last Thursday,12,Bullish,-0.5106,-1.0,1.0,0,No
MSFT,2021-03-01T10:23:45Z,$MSFT don&#39;t let those $232  March 19th calls fail me. Make me rich  Microsoft.,12,Bullish,0.0258,0.0,1.0,0,No
MSFT,2021-03-01T09:39:19Z,$WKHS  $PLSE  $AAPL   $MSFT  let&#39;s go,96,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-01T08:38:01Z,$MSFT 250C @ 1.30 Exp:19-Mar-21 --   &lt;Repeat&gt; Total(Day): $220 114.$MSFT 252.5C @ 0.92 Exp:19-Mar-21 --   &lt;Repeat&gt; Total(Day): $58 652.$MSFT 252.5C @ 2.42 Exp:09-Apr-21 --   &lt;Repeat&gt; Total(Day): $446 899,370,None,0.0,0.0,0.0,0,No
MSFT,2021-03-01T06:59:11Z,$SPY $QQQ FANG is about to defang the bears.  If you hold it  you know $AAPL $FB $MSFT,805,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-01T06:48:21Z,$AAPL $TSLA $MSFT $DIS $OCGN I am trying to understand between overnight and day trade leverage...for example for apple: webull gives me 4x times leverage for day trade and 2x times for overnight. Say   I bought apple stock using 4x times leverage does it mean I have to sell them before the market close . And if I decide to hold them for next day should I sell half because my overnight leverage is just 2x . Thanks,9,None,0.4404,1.0,0.0,0,No
MSFT,2021-03-01T05:06:37Z,@lolbuy if amzn hits 4k  the 10 year treasury yields would rise to 10%.  Time to sector rotate. All Covid stocks are up for corrections except POS Windows operating system manufacturer $MSFT,147,Bearish,0.2023,1.0,-1.0,0,No
MSFT,2021-03-01T04:53:43Z,Bill Gates in 1994 demonstrates how a CD-ROM holds more info than a stack of 330 000 pieces of paper...$MSFT,837,None,0.0,0.0,0.0,0,No
MSFT,2021-03-01T03:13:07Z,$AMZN $AAPL $GOOG $NFLX $MSFT,575,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-03-01T03:08:57Z,$MSFT Got some MSFT calls towards the end of the day with the team  looking for a nice gap up over $235 tomorrow morning! Futures looking very green over the sunday night trading session,34,Bullish,0.4753,1.0,1.0,0,No
MSFT,2021-03-01T02:29:59Z,$VERB just completed partnership/integration with Salesforce and Shopify. Completing the same with Microsoft $MSFT  - if these companies see value in Verb so do I. I have $7 by summer PT. Do your DD - look at management and Board - ex Apple and Twitch and Microsoft people. - going to be a good year. Position yourself 👊,6,None,0.6486,1.0,0.0,0,No
MSFT,2021-03-01T02:02:02Z,$MSFT wow this sucks....Really fucked this up...,5,None,-0.1531,-1.0,0.0,0,No
MSFT,2021-03-01T02:00:09Z,$TSLA Oh my god futures ripping it’s going to hit $900 tomorrow $MSFT,4,Bullish,0.2732,1.0,1.0,0,No
MSFT,2021-02-27T09:45:16Z,Price to free cash flow (LTM)..$ETSY as of next quarter probably ~ 30.$AAPL ~ 25.$GOOG ~ 32.$FB ~ 31.$MSFT ~ 35..Bears  tell me again how overvalued $ETSY is.....This company will blow everyone&#39;s expectations  count on it.,1,Bullish,0.5106,1.0,1.0,0,No
MSFT,2021-02-27T08:49:49Z,$CWGYF Loving these $MSFT and $HPE  partnerships!! Big things coming folks...,5,Bullish,0.6688,1.0,1.0,0,No
MSFT,2021-02-27T06:39:28Z, &lt;failed&gt; $DKNG $BA $FUBO $MSFT,3,None,0.0,0.0,0.0,0,No
MSFT,2021-02-27T06:12:05Z,$MSFT nice support forming in $229.30s 🙏🙏,5,Bullish,0.6705,1.0,1.0,0,No
MSFT,2021-02-27T05:55:48Z,$MSFT 250 next week,168,None,0.0,0.0,0.0,0,No
MSFT,2021-02-27T05:16:34Z,$SPY $MSFT $BTC.X  Bill Gates Issues Serious Bitcoin Warning As Tesla Billionaire Elon Musk Stokes Crypto Price &#39;Mania&#39;.mania.. tulip mania,363,None,-0.4019,-1.0,0.0,0,No
MSFT,2021-02-27T04:58:58Z,$MSFT LOL,4156,None,0.4215,1.0,0.0,0,No
MSFT,2021-02-27T04:04:44Z,@geoffreyporter @SharmaSoft @MavisDavis @Moneybagxx Oh Sharmasoft is Flysta. That explains it. Geoffrey Porter is right as usual. He warned me too lol I made the mistake of trading 100K shares for 3000 calls options. The options dropped in value and I became cornered by debt and family life expenses. I prevented myself from becoming a multimillionaire by cornering myself with uncertainty and an expiration date. By the way Flysta I understand you want to belittle my decisions but since I purchased 12000 $AMC shares I’ve held on tight. The fact you refer to it as a meme stock says everything I need to know. You’re truly a newb. By the way DigiByte is anything but an obscure coin. I currently have 170K of them. Faster and more secure than Bitcoin. Integrated in $HMBL systems. $DGB.X blockchain technology enables the AntumID password extension for $MSFT Azure. It’s only a matter of time. Now is the part when I spam you with DigiByte DD.,1746,Bullish,0.6474,1.0,1.0,0,No
MSFT,2021-02-27T03:52:49Z,$MSFT $FB $AAPL $TWTR - This week gave us synchronized squeezes on Wednesday from the hedgies and then synchronized high diving from the tech giants at the bell today.  . We can&#39;t go having retail traders actually getting options that expire in the money  that would be silly.,605,Bullish,0.1027,1.0,1.0,0,No
MSFT,2021-02-27T03:52:12Z,$TSLA $MSFT why can’t bill and Elon just get along? Like can’t people see we all just have too much in common if we get down to the core of things  the core of the bigger issues?,280,Bullish,0.4329,1.0,1.0,0,No
MSFT,2021-02-27T03:41:35Z,$DBX Buying in the fourth year people  and you didn&#39;t have to water shit. Just wait. ..The near term 2-3x is just the sprout. $ORCL  $MSFT  and $ZM have people watching this  a BO before Dropbox is generating 3B a year actually stunts our potential.,34,Bullish,-0.5574,-1.0,1.0,0,No
MSFT,2021-02-27T03:08:18Z,$MSFT $FB $MOMO $SPY 💯,665,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-27T02:36:22Z,$MSFT BE GONE from this stock so I can get more 🤷‍♂️,5,None,0.0,0.0,0.0,0,No
MSFT,2021-02-27T02:21:34Z,$MSFT thought on my april 16 240c? in the red now since i bought a week ago.,0,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-27T02:15:24Z,$MSFT Be GONE from this stock so I can buy more,5,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-27T01:20:13Z,$MSFT : Ducked my calls with that sudden drop. Hope it moves up next week. Best out of FANG.,51,Bullish,0.7184,1.0,1.0,0,No
MSFT,2021-02-27T00:22:56Z,$340 -&gt; $125 000 $MSFT  ..Make sure to invest in companies you believe in. Usually the leaders in their sector or an innovative stock disrupting it. ..I have 2 accounts. One for long term investments and the other for day/swing trading. I recommend this to keep your P/L separate.,98,None,0.7717,1.0,0.0,0,No
MSFT,2021-02-27T00:16:22Z,$HMBL wait for partnerships $MSFT   not only acquisitions #tickeri,60,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-26T15:12:50Z,@RossiMac69 Cool no answer. Welcome to block. Yeah and I enjoy owning a beach condo since my early thirties paid for in cash. Thanks to $MSFT stock back in 2013.,3,Bullish,0.8176,1.0,1.0,0,No
MSFT,2021-02-26T15:09:52Z,$MSFT tucking dead cat,4,None,-0.6486,-1.0,0.0,0,No
MSFT,2021-02-26T15:06:23Z,$MSFT Massive Trade - $520 205 560.2 246 138 shares at $231.60,862,None,0.296,1.0,0.0,0,No
MSFT,2021-02-26T14:47:46Z,$PLTR buying shares here.   This is a long hold for me.   Not often companies like this come along.   Kicked myself for not buying FB early enough and then selling too soon.   Missed so many others...not making same mistake here.   Every large Company will be  using this going forward line $CRM $MSFT $ORCL etc....,22,Bullish,-0.5439,-1.0,1.0,0,No
MSFT,2021-02-26T14:44:00Z,$fb $msft lol 🖕,2348,None,0.4215,1.0,0.0,0,No
MSFT,2021-02-26T14:40:56Z,$MSFT BOOOOM! Softy max pain = 235. we should SEE that today.. dont jinx it,36,Bullish,-0.5562,-1.0,1.0,0,No
MSFT,2021-02-26T14:33:30Z,$MSFT ,5,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-26T14:27:40Z,$VUZI AR Smart Glasses will be everywhere from enterprise &amp; medical use to Military as well as consumers. IE a guy in his garage getting instructions on fixing his car or AC unit - hands free. It’s a new world..10’s of Millions of AR Smart Glasses will disrupt smart phones $AAPL $MSFT,90,Bullish,0.91,1.0,1.0,0,No
MSFT,2021-02-26T14:14:06Z,$CRM  Salesforce- Gap filled  Final Fib stop. Looks overdone. .$ORCL $QQQ $XLK  $MSFT,140,Bullish,-0.296,-1.0,1.0,0,No
MSFT,2021-02-26T14:07:59Z,$AAPL $MSFT $AMZN  Today bullish mode Great discount ♥️,79,Bullish,0.6249,1.0,1.0,0,No
MSFT,2021-02-26T14:06:04Z,Stocks to watch - Retracements .$SOS $MSFT $TRCH $UBER $BNGO  . .Pulling back from recent highs. .stockbeep.com/wlber-mar1,5938,None,0.0,0.0,0.0,0,No
MSFT,2021-02-26T14:01:54Z, Forgot to mention those $AMD powered $SNE PS5s and $MSFT XBOX Xs that are in extreme demand and will be throughout this next Christmas. $SPY,117,Bullish,-0.128,-1.0,1.0,0,No
MSFT,2021-02-26T13:59:50Z,$MSFT $SPY $QQQ .. take a look at Microsoft chart through bollinger bands  going down to at least 200 that’s where the 200 day moving average it’s at currently overbought territory. Good time to sell and buy back in at 200 . That’s what I’m doing,57,Bearish,0.4404,1.0,-1.0,0,No
MSFT,2021-02-26T13:58:10Z,$AMZN $AAPL $QQQ $MSFT keep watching 10yr  yields..  Issue is with so much printing dollars   high debt..no body wants to buy US treasuries even at 1.5%.. for example compare that to german 10yr.. that are negative rates... and here comes biden print money to fund 1.9trillion stimulus..,7,Bearish,-0.4215,-1.0,-1.0,0,No
MSFT,2021-02-26T13:56:27Z,$MSFT .Bought @ 200.35 - Partial Profits @ 222.40 .Stop Profit @ 220.00 - Target 247.35  253.13 ..Failed to tackle 246.83- 247.54. .Support 226.63- 220.32 ..(Original analysis submitted: Oct. 08  2020),838,None,0.743,1.0,0.0,0,No
MSFT,2021-02-26T13:45:00Z,$AAPL $AMZN $MSFT JPow with the kick save  and a beaut!! Brrrrrr,554,Bullish,0.7494,1.0,1.0,0,No
MSFT,2021-02-26T13:40:12Z,@varnuke Thanks for the very insightful post. I&#39;m mostly a tech investing guy  in here for the &quot;balancing  reopening&quot; strategy. Good luck and thanks again. .$AAPL $MSFT $AMZN $QQQ,7,None,0.8934,1.0,0.0,0,No
MSFT,2021-02-26T13:38:17Z,$AAPL $AMZN $QQQ $SPY $MSFT Just like J Powell said nothing to see here on inflation “PCE inflation 1.5% vs. 1.5% estimate”,85,Bullish,0.3612,1.0,1.0,0,No
MSFT,2021-02-26T13:36:31Z,$AAPL $FB $MSFT $CRM  BOOOM! PCE inflation &quot;inline&quot; means sell off is OVER  in other words its not &quot;extended&quot;.. We go higher now!!!,36,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-26T13:32:13Z,$TSLA $AAPL $MSFT $AMZN  looking to play TSLA to the downside  if breaks 650 area support.,12,Bearish,0.4767,1.0,-1.0,0,No
MSFT,2021-02-25T20:15:25Z,$SRMX - If you can at least hold this Kingpin for the next 6-9 months all these red days will be a distant memory in your rear view and you will be very glad for having that staying power...Confirmed Partnerships: $T $MSFT $TMUS plus many more in realization to 5G and their involvement with IOT!..This is a Kingpin 👑,6537,Bullish,0.5551,1.0,1.0,0,No
MSFT,2021-02-25T20:11:19Z,$MSFT which penny stock is partnered with Microsoft #IPNFF. Imagine AR.The little 🦄 has been awakened,15,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-25T20:10:26Z,sell everything the 10yr bond is going to cause a recession..$AMD $MSFT $AAPL,2,None,0.0,0.0,0.0,0,No
MSFT,2021-02-25T19:57:51Z,$MSFT how much time will this tech sell off continue? Losing a lot here in options. Shares I am not worried...that&#39;s for long term.,1,Bullish,-0.1027,-1.0,1.0,0,No
MSFT,2021-02-25T19:50:51Z,$GME sold $cciv $amzn $aapl and $msft snooze stocks and already made more in gme than the entire 2 uears holding those turd sandwiches,15,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-25T19:48:53Z,$AAPL $MSFT $TSLA $SPY 😀😀😀😀,224,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-25T19:43:59Z,$AMZN is bleeding and getting ready for a nice buy in price. Just validate it stopped bleeding before buying in ! Earnings in April and wherever this dip lands could be a great buy in anticipation for earnings. $AAPL $MSFT $FB $TSLA,136,Bullish,0.8932,1.0,1.0,0,No
MSFT,2021-02-25T19:35:43Z,$TSLA Bill Gates pressing his short bet?.Evil fck! $MSFT,26,None,0.0,0.0,0.0,0,No
MSFT,2021-02-25T19:28:37Z,$CRM   Salesforce -Remember back in August the big Gap Up on a earnings beat? Wonder if that could happen again... .A lot to look forward to merging Slack. .$WORK  $ORCL $MSFT,140,None,0.0,0.0,0.0,0,No
MSFT,2021-02-25T19:24:08Z,$AAPL $MSFT $NFLX $AMZN ..Relative strength 💪🏻 means likely to rebound first,1896,Bullish,0.4939,1.0,1.0,0,No
MSFT,2021-02-25T19:19:25Z,$AAPL $MSFT $SPY Question? Can the 10 Year treasury bond &quot;yield&quot; be manipulated by institutions? Meaning is this a self induced self off? Asking because couldn&#39;t this just be a &quot;good ole Wall street boy&quot; correction?,36,Bullish,-0.4137,-1.0,1.0,0,No
MSFT,2021-02-25T19:16:09Z,$MSFT barely drops when rest of market is tanking,18,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-25T19:10:25Z,$AAPL 🚀 $MSFT $SPY,224,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-25T19:06:50Z,$SPY $AAPL  $MSFT reversal,37,Bullish,0.0,0.0,1.0,0,No
MSFT,2021-02-25T19:04:24Z,$MSFT huge buying Opp,266,Bullish,0.3182,1.0,1.0,0,No
MSFT,2021-02-25T18:46:59Z,$AVGR Congrats if you got the cheap shares at 0.25 during my first alert. It stood well during very red day. New AVGR looks promising. ..Be early and buy low. ..FOLLOW for more research-based stock alerts...Check out stocks on sale...$CLBS .$LCTX .$MITI .$MSFT ..Have a good day. Share your favorites. Only buy high value stocks during this market. Have a joyful day.,5922,Bullish,0.9709,1.0,1.0,0,No
MSFT,2021-02-25T18:46:58Z,@rickyspanish I buy Apple every time it dips 5% off 52 week high..I then buy every additional dip of 3% until it hits bottom..Been using this strategy for almost 6 years for AAPL   $MSFT  and $JNJ ...GL,37,None,0.0,0.0,0.0,0,No
MSFT,2021-02-25T18:34:56Z,@QueazyAmoeba69 They did indirectly mention $MSFT as the new 4th Pedestal which will be the largest.  Been here too long and the stock usually rebounds quickly.  I have a little bit of powder to add  but may wait until the markets digest bond rates.  Its the market  not Plug.,157,Bullish,0.0,0.0,1.0,0,No
